2L8sd7k2,Leyley,"who cares about me anyway...""","ai mà thèm quan tâm tới em làm gì cơ chứ…"""
57S9WtKp,____,"""*Cough, cough!!*""","""*Khụ, khụ!!*"""
5pTswQxF,Leyley,"""Everyone likes her better! ","""Ai cũng thích nó hơn em!"
5pTswQxF,Leyley,"Bet you like her better too!""","Em cá là anh cũng thích nó hơn em nữa!"""
gMhPTdpf,Leyley,"""Bet everybody does, I already know!""","""Cá chắc ai cũng như thế, em biết lâu rồi!"""
Zw9fdFPv,____,"""*Cough, cough, cough!!*""","*Khụ, khụ, khụ!*"""
93vtTDkn,Leyley,"""I bet you'd rather have a girlfriend than","""Em cá là anh thà có một cô bạn gái còn hơn"
93vtTDkn,Leyley,"spend time with me! Of course you would!!""","là dành thời gian với em đúng không! Dĩ nhiên là thế rồi!!"""
zF57WSCQ,Andy,"""Oh c'mon! I already told you, I don't want--""","""Trời thôi đi! Anh đã nói với em rồi mà, anh không muốn--"""
PQxm0130,Leyley,"""And bet--!! *Sniff!* Bet you only hang ","""Và cá luôn--!! *Hức* Cá là anh chỉ chơi"
PQxm0130,Leyley,"out with me 'cause mom told you to!!!!!!!""","cùng với em tại mẹ bảo anh làm thế mà thôi!!!!!!"""
RYB50L4s,Andy,"""..........................Well that's....","""..........................Chuyện đó...."
RYB50L4s,Andy,"I mean maybe she did, but........""","Thì đúng là mẹ có nhờ, nhưng........"""
rNQ5l2Hd,Leyley,"""*Sniff!* It's not fair! Why does ","""*Hức* Không công bằng tí nào! Tạo sao"
rNQ5l2Hd,Leyley,"everyone like her better??""","ai cũng thích con nhỏ này hơn em chứ??"""
1bjZz3J8,Leyley,"""I'm loud and weird and annoying ","""Em ồn ào em lập dị em khó chịu"
1bjZz3J8,Leyley,"and no one likes me at all!!!""","và không ai thích em cả!!!"""
ZpDFrrWF,Andy,"""....I like you better, Leyley.""","""….Anh thích em hơn em ấy, Leyley."""
5jxx9cSQ,Leyley,"""Prove it. Liar.""","""Chứng minh đi. Đồ xạo ke."""
CWvzQckX,Andy,"""............Sigh.""","""............Haiz."""
h544MZd8,Leyley,"""I knew it.""","""Em biết mà."""
nvGHGc0k,Andy,"""Maybe you'd have more friends ","""Biết đâu em sẽ có nhiều bạn bè hơn"
nvGHGc0k,Andy,"if you weren't always so--""","nếu như em đừng cứ--"""
HQscGyDl,Leyley,"""Not even my own brother picks ","""Ngay cả chính anh trai ruột cũng không"
HQscGyDl,Leyley,"me over her! I knew it already!!""","chọn em mà chọn nó! Em biết rõ lắm rồi!!"""
DnrbgQxB,Andy,"""Did I not just say--""","""Không phải anh vừa mới bảo--"""
Bbgtl46V,Leyley,"""LA LA LA LAAA!! Talk sure is cheap!!!""","""LA LA LA LAAA!! Nói mồm thì ai chả nói được chứ hả!!!"""
mddtQfrB,Andy,"""Goddammit......""","""Thề có chúa…..."""
FSHZr5d2,____,"""*Cough, cough!!* A-ashl-- *Cough!*""","""*Khụ, khụ!!* B-Bụi-- *Khụ!*"""
ymVpL9Pr,Andy,"""There. Are you happy now?""","""Đấy. Hài lòng chưa?"""
7SVl5XMs,Leyley,"""Hehee! Yes!!""","""Hehee! Rồi!!"""
FMb2dRB2,Andy,"""Just until morning, okay?""","""Chỉ tới sáng mai thôi đấy, nhé?"""
hXVvXKjH,Leyley,"""Yes, yes! You're the best!","""Vâng, vâng! Anh là tuyệt vời nhất!"
hXVvXKjH,Leyley,"I like you the best, Andy!!""","Và em thích anh nhất đó, Andy!!"""
QB4vDcgH,Leyley,"""You hear that, ____?? You get to stay there until morning!""","""Có nghe thấy không đấy, ____?? Cậu được ở trong đó đến tận sáng đấy!"""
4n1C4Q6l,____,"""No, please!!! *Cough!* Ashley!!""","""Không, làm ơn!!! *Khụ!* Ashley!!"""
5C4ZVXTX,____,"""Let me out! Please!! *Cough, cough!*""","""Thả mình ra đi! Làm ơn!! *Khụ, khụ!*"""
vMYz7Zcw,____,"""Ashley, wait!! Don't--- *Cough!* --go!!""","""Ashley, đợi đã!! Đừng--- *Khụ!* --đi mà!!"""
GQFchyGf,____,"""Ashley, please!""","""Ashley, năn nỉ cậu đấy!"""
nJxNhy8p,____,"""ASHLEY!?!""","""ASHLEY!?!"""
rXhQ3fxk,Narrator,Leyley kicks the crate.,Leyley đá vào thùng gỗ.
K25xwnCG,Leyley,"""WAKE UP, SLEEPYHEAD!!""","""DẬY ĐI CÁI ĐỒ NGỦ NƯỚNG NÀY!!"""
HRPNkk5F,Andy,"""C'mon, don't....""","""Thôi mà, đừng…."""
cCgJ4rlL,Narrator,You open the crate.,Mi mở thùng gỗ ra.
GqtvCQ71,Andy,""" ? ? ? ? """,""" ? ? ? ? """
kcCZfLGm,Andy,""". . .. .... . .. .. . . .. . . .. . """,""". . .. .... . .. .. . . .. . . .. . """
D37DbqHs,Leyley,"""Oh.... Oops.""","""Ồ…. Úúi."""
NxsphrXy,Andy,"""(Wait, wait. What......??? Why is ","""(Khoan đã, khoan đã. Cái......??? Tại sao"
NxsphrXy,Andy,"she dead........ How did--...??)""","em ấy lại chết........ Làm thế nào mà--...??)"""
4X6Jwqmk,Andy,"""What--.... T-that can't be ","""Cái-…. C-Chuyện này không thể"
4X6Jwqmk,Andy,"right. What is going on...??""","xảy ra được. Chuyện gì đang xảy ra…??"""
XPSNFwTS,Leyley,"""Whatever.""","""Sao cũng được."""
j4X6w47q,Leyley,"""If you're so weak that you die just like that, ","""Nếu cậu yếu ớt tới nỗi chết như thế,"
j4X6w47q,Leyley,"then clearly nature doesn't want you to live.""","thì rõ ràng là tạo hóa không muốn cậu sống tiếp rồi."""
nCYT85ss,Andy,"""S-shut up! Just shut up!!""","""I-Im đi! Im giùm cái đi!!"""
d8m1ZWnV,Leyley,"""Forget this. Let's just leave her here.""","""Quên đi. Cứ để nhỏ này ở đây đi."""
91ZYdNsg,Leyley,"""Since you took the stick off, it looks ","""Mình lấy cái que ra rồi, nên nó sẽ"
91ZYdNsg,Leyley,"like she went there on her own anyway.""","giống như là nó tự đến đây một mình ấy mà."""
VYd8dDrX,Andy,"""N-no it doesn't!!""","""K-Không có đâu!!"""
FXvNdHXl,Andy,"""Why would she have clawed at the crate until her ","""Tại sao em ấy lại cào cấu thùng gỗ tới nỗi móng tay tróc hết ra"
FXvNdHXl,Andy,"finger nails split if she was there willingly?""","như thế nếu như em ấy tự nguyện ở trong đó chứ?"""
B1vrfRg3,Leyley,"""Oh well.""","""Ờm."""
nWWCJX8T,Leyley,"""It's not like anyone knows she's ","""Cũng đâu phải có ai biết nhỏ"
nWWCJX8T,Leyley,"here. Let's just leave her.""","ở đây đâu. Cứ kệ xác nó ở đây đi."""
k8Dcl0Zg,Andy,"""No! She'll--- it'll start rotting.""","""Không được! Em ấy sẽ--- nó sẽ bắt đầu thối rữa."""
51ML1y8G,Andy,"""And-- and someone will come ","""Và-- và ai đó sẽ đến đây"
51ML1y8G,Andy,"looking and find her...""","để tìm em ấy…"""
NTyHtmDf,Andy,"""I mean her family was already looking for her! It's ","""Ý anh là gia đình em ấy đang tìm kiếm em ấy rồi đấy! Nó"
NTyHtmDf,Andy,"only a matter of time until they come check here.""","chỉ còn là vấn đề thời gian thôi cho đến khi bọn họ kiểm tra chỗ này."""
w6j9KK04,Leyley,"""So what do we do then??""","""Thế giờ chúng ta làm gì chứ??"""
mHmdyXH2,Andy,"""Umm... I--....""","""Ừmm… Anh--…."""
XbGVQc62,Andy,"""F-fuck......"" ","""Đ-Má nó chứ…..."""
KG30dSjp,Leyley,"""Let's just hide it then.""","""Hay cứ giấu xác nó đi thôi."""
lJ9D86SG,Andy,"""Wh-- huh?""","""Cá-- hả?"""
Mg7PHpvW,Leyley,"""If no one knows, then it's not a problem.""","""Nếu không ai biết hết thì đây đâu còn là vấn đề nữa."""
69Tp1V3w,Andy,"""They're gonna know, Leyley!""","""Bọn họ sẽ biết thôi, Leyley!"""
J5TW4B6H,Andy,"""They'll find the body and they'll know!""","""Bọn họ sẽ tìm thấy thi thể này và rồi bọn họ sẽ biết!"""
MTyRhWgS,Andy,"""And then they'll throw me in","""Và sau đó bọn họ sẽ tống anh vào"
MTyRhWgS,Andy,"prison for the rest of my life!!""","tù mọt gông tới chết!!"""
z46xF4vv,Leyley,"""Me too! It's fine if it's the both of us.""","""Em cũng thế mà! Nhưng nếu là hai đứa mình cùng đi thì sẽ ổn thôi."""
kMSYxdvq,Andy,"""No! No, you fucking idiot! ","""Không! Không đâu, con đần ngu dốt này!"
kMSYxdvq,Andy,"You don't get it, do you!?""","Em không hiểu, đúng không!?"""
hyfWC9yN,Andy,"""Guys and girls don't go to the same prison! ","""Con trai và con gái đếch vào chung một nhà tù đâu!"
hyfWC9yN,Andy,"They're going to take you away from me!""","Bọn họ sẽ tách em ra khỏi anh đấy!"""
t5J6XdbB,Leyley,"""How was I supposed to know that?!""","""Sao mà em biết chuyện đó được chứ?!"""
80ls8BlW,Leyley,"""You figure something out ","""Thế anh cứ tìm cách gì đó"
80ls8BlW,Leyley,"then, since you're so smart.""","đi, anh thông minh mà."""
mySDJ8tg,Andy,"""O-okay, okay.... Let's just..."" ","""Ờ-ờ được, được rồi…. Hãy cứ…"""
pQpMGl5c,Andy,"""Uhh... like... move her somewhere.""","""Ờờờ… như là… chuyển xác em ấy tới chỗ nào khác."""
fgdkhhfC,Andy,"""Yes! A grave! Let's dig up a grave for her.""","""Đúng rồi! Một ngôi mộ! Hãy đào một ngôi mộ cho em ấy."""
C8MJzqM6,Leyley,"""Alright! Where?""","""Được thôi! Ở đâu đây?"""
XhGw54g2,Andy,"""Anywhere in the forest should be fine...""","""Đại chỗ nào ở trong rừng chắc là được…"""
YqXNDWc4,Leyley,"""I mean there's a park right outside.""","""Ờm em thấy có một cái công viên ngay phía bên ngoài kìa."""
Yd3tF8XD,Andy,"""Y-yeah! There is probably fine...""","""Đ-đúng rồi! Ở chỗ đó chắc cũng được…"""
N5BRsbHz,Andy,"""But first we need to wrap her up in something.""","""Nhưng trước tiên chúng ta cần kiếm cái gì đó để bọc em ấy lại đã."""
Cgqx4znS,Andy,"""Because no one can see us carry her there...""","""Không được để ai thấy mình khiêng em ấy tới đó hết…"""
cs3tpNT4,Narrator,Morbid curiosity compels you to take a better look.,Cái tính tò mò bệnh hoạn thúc đẩy mi nhòm kĩ hơn.
F29Dtl2P,Narrator,Instant regret.,Và hối hận ngay tức thì.
l2N020SX,____,"""*Cough!* Wow, it sure is... ","""*Khụ!* Quao, chỗ này…"
l2N020SX,____,"*cough, cough!* kinda dusty here...""","*khụ, khụ!* hơi bụi quá…"""
zLlDSCyR,____,"""Makes me worry about my asthma....""","""Mình hơi lo là bệnh suyễn của mình sẽ…."""
Xc2MG4ls,Leyley,"""It's fine, it's fine...""","""Không sao đâu, không sao đâu…"""
gJ01KQsy,Leyley,"""Ooh, I know! How about some hide and seek?""","""Ồ ồ, mình biết rồi! Hay là chơi trốn tìm đi?"""
71pflnX5,____,"""Ugh... you're such a kid.""","""Ugh… cậu trẻ con thật đó."""
BTYPdRmH,Leyley,"""Huh?! Andy wants to play too!!""","""Hở?! Andy cũng muốn chơi trò đó vậy!"""
V344SPVd,____,"""You do?""","""Thật hả?"""
qQp86YpJ,Andy,"""What..? Oh. Yeah, sure...""","""Hả..? À. Ừ, chắc rồi…"""
BT22xwG1,Leyley,"""SEE!?""","""THẤY CHƯA!?"""
3x0c59CM,____,"""Well, I mean... it's fun every once in a while!""","""Thế, mình đoán… chắc là lâu lâu chơi một lần cũng vui!"""
p9wlN63h,Leyley,"""You totally wanted to play too... You child.""","""Cậu cũng muốn chơi thôi… đồ trẻ con."""
RWNnzPlN,____,"""I- I'll be it! I'm gonna count to ten!""","""Mình-mình sẽ bị trước cho! Mình sẽ đếm từ một đến mười!"""
91VRPxYP,Leyley,"""Hundred! Count to hundred at least!""","""Một trăm! Ít nhất cũng phải đếm tới một trăm chứ!"""
s88Sgdv1,____,"""Okay, okay!""","""Ừm, ừm được rồi."""
BKlLPnSS,____,"""One.... two....""","""Một…. hai...."""
D09hGXNl,Leyley,"""Alright. Let's find a good box to shove her in.""","""Được rồi. Đi tìm cái hộp nào ổn áp để nhốt nhỏ đó vào thôi."""
6ZqCM2zy,Andy,"""...You still want to do that?""","""…Em vẫn muốn làm thế hả?"""
R0Xjj5rr,Leyley,"""Of course! She said no one knows ","""Dĩ nhiên rồi! Nó bảo là không ai biết"
R0Xjj5rr,Leyley,"she's here. This is perfect!""","nó ở đây mà. Hoàn hảo quá còn gì!"""
VpZDd1sn,Andy,"""Leyley...""","""Leyley…"""
d0zhxnzp,Leyley,"""You promised!""","""Anh đã hứa rồi mà!"""
cr6n8Nmv,Leyley,"""Now hurry up, before she's done counting.""","""Nhanh lên đi, con nhỏ đó đếm xong giờ á."""
qG0pP7dc,Narrator,You're not done here.,Mi vẫn chưa xong đâu.
S3pMb9Vr,Leyley,"""This seems like a good hiding spot!""","""Chỗ này có vẻ là một chỗ trốn tốt nè!"""
kVRmzQRl,Leyley,"""But first, let's decide which box to trap ____ in.""","""Nhưng trước tiên, để coi có cái hộp nào ổn để nhốt con ____ vào không."""
8k9zq9C2,Narrator,You'll hide here later.,Mi sẽ trốn ở chỗ này sau.
g3W2nVdt,Leyley,"""Where do we get a stick anyway?""","""Tụi mình kiếm đâu ra cái que bây giờ?"""
rQ9XxZDS,Narrator,Andy picks up whatever wooden debris is at his feet.,Andy nhặt đại một miếng gỗ vụn dưới chân mình.
1kZvwPsR,Andy,"""I guess this'll do...""","""Anh nghĩ chắc cái này cũng được…"""
dngFsrxn,Leyley,""". . . . . . . . . . . . . . .""",""". . . . . . . . . . . . . . ."""
XtLSpbMc,Leyley,"""Weeee-eeeell????? What do you think? Is she pretty?""","""Rồi saaaaaaaaaaaaaao????? Anh nghĩ sao? Có đẹp không hả?"""
XdpMRxJ1,Andy,"""The stick...?""","""Cái que này á…?"""
qWYdQj40,Leyley,"""No! Who do you think, dumbass??""","""Không! Anh nghĩ em nói ai hả, cái tên ngu ngốc này??"""
2Yr7XFFF,Andy,"""Ah... She's fine, I guess.....?""","""À… Em ấy cũng ổn, chắc thế.....?"""
DkFPyhNf,Leyley,"""...............""","""..............."""
hJwllTvc,Andy,""". . . . . . . . . . . . . .""",""". . . . . . . . . . . . . ."""
PMqZCwBP,____,"""FOUND YOU!!""","""TÌM THẤY CẬU RỒI NHA!!"""
yt4wHpc3,____,"""Both of you!""","""Cả hai người luôn!"""
wTjrwc4g,____,"""Who hides in the same spot? Idiots, hahha!""","""Ai lại trốn trong cùng một chỗ như thế chứ? Đúng là ngốc mà, ha ha!"""
9RsJ2p8X,Leyley,"""I--!! It was my spot first!""","""Mình--!! Hồi đầu đó là chỗ trốn của mình bộ!"""
ZMxC8JSq,____,"""Then you're it!""","""Vậy thì tới cậu bị đó!"""
fXGjsSsP,Leyley,"""No way! Andy stole my spot, so he is it!!""","""Không nha! Andy giành chỗ của mình, ảnh mới phài là người bị!!"""
PyfZlMMQ,Andy,"""Yes, yes... I'll go count.""","""Ừ, ừ… Anh sẽ đi đếm."""
80cCF5jF,Narrator,Andy goes to count outside.,Andy ra ngoài để đếm thời gian đi tìm.
lVmBJss0,Leyley,"""Heh heh. My hiding spots are the best.""","""He he. Chỗ trốn của mình là tốt nhất."""
jWPTHGQt,Leyley,"""I know a really good one ","""Mình cũng có một chỗ trốn khá tuyệt"
jWPTHGQt,Leyley,"for you! Come take a look!""","cho cậu đấy! Lại xem nè!"""
YDTVHWXF,____,"""Um... Okay?""","""Ừm… được rồi?"""
4cXljBCb,Narrator,This container is already full.,Cái thùng này đã chất đầy đồ rồi.
VnW69zWQ,Narrator,This crate can't be closed.,Cái thùng gỗ này không đóng lại được.
yJ3392Dx,Andy,"""This will have to do...""","""Chắc cái này ổn rồi…"""
tLdW1wLv,Narrator,,
tLdW1wLv,Narrator,Got Tarp!,Nhận được Tấm Bạt!
zV7w6fn5,Narrator,You wrap Nina's corpse inside ,Bọn mi quấn tấm bạt quanh xác
zV7w6fn5,Narrator,the tarp and carry her away.,Nina rồi khiêng xác con bé đó đi.
1xGxn9KJ,Andy,"""This one is too big and heavy...""","""Cái này to quá, với nặng nữa…"""
,,,
,,,
Section,Map019.json,,
ID,Source,English,Translation
zKRhMLJ5,Narrator,Wanna save or something?,Muốn lưu game hay gì không?
PvFPvffn,CHOICE(1),Save Game.,Lưu Game.
TwltJk9y,CHOICE(2),No. Fuck you.,Không. Móa mày.
,,,
,,,
Section,Map020.json,,
ID,Source,English,Translation
Q16TMWgZ,Narrator,You are finishing up what's left of your lunch.,Bọn mi đang ăn nốt bữa trưa của mình.
V1nlgkGH,Narrator,The consequences of your actions have ,Mấy điều xấu xa bọn mi làm vẫn chưa
V1nlgkGH,Narrator,yet to catch up with you. Which is nice.,đến tìm trả thù bọn mi nữa. Mừng ghê.
rC7d7GfF,Ashley,"""There's nothing \fi interesting \fr\c[2] ","""Trên mặt báo chẳng"
rC7d7GfF,Ashley,"in the paper, right?""","có gì \fi thú vị \fr\c[2] hết, đúng không?"""
cgqQ3C0l,Andrew,"""I'm not done reading...""","""Anh vẫn chưa đọc xong…"""
WSFvbKj3,Ashley,"""It's been a week. The odds that there","""Cũng một tuần rồi. Cái nguy cơ"
WSFvbKj3,Ashley,"is something now are nonexistent.""","sẽ có vấn đề gì đó giờ chắc không tồn tại luôn rồi."""
PWq5kVln,Andrew,"""Just let me check.""","""Cứ để anh kiểm tra xem sao đã."""
pPS4k6ll,Ashley,"""Ugghhh...... I'm booooored.""","""Ugghhh...... Chááááááán qué."""
CJZrxYqs,Ashley,"""How much longer can we stay here ","""Mà chúng ta còn có thể ở đây bao"
CJZrxYqs,Ashley,"anyway? We're almost out of money.""","lâu nữa vậy? Tụi mình sắp cạn tiền đến nơi rồi."""
3wG0H6bG,Andrew,"""Technically, I have money.""","""Đúng ra thì anh có tiền."""
K7Ntn75Z,Andrew,"""I just can't use it without giving ","""Nhưng chỉ là anh không thể nào dùng nó được khi"
K7Ntn75Z,Andrew,"away where I am to the bank...""","mà nó sẽ làm lộ vị trí của tụi mình với bên ngân hàng…"""
JjHx9xzk,Ashley,"""So no money then.""","""Ờ thế là không có tiền đấy."""
NFNsXbjN,Andrew,"""And I don't get why they want to ","""Và anh chả hiểu sao cái-quần-què-gì bọn họ"
NFNsXbjN,Andrew,"check my ID for every-fucking-thing.""","cũng đòi phải kiểm tra căn cước mình cho bằng được nữa."""
0RVrFr3x,Andrew,"""Like goddamn, I just wanted to stay at a","""Như thật con mẹ nó luôn đó, anh chỉ muốn thuê một cái"
0RVrFr3x,Andrew,"hotel. Why do you need to know who I am?""","phòng khách sạn thôi mà. Mấy người đó cần biết mình là ai làm gì chứ?"""
0p9xyBDD,Andrew,"""I'm paying upfront, aren't I? So ","""Anh trả hết một lần mà, không phải sao? Có phải"
0p9xyBDD,Andrew,"it's not like I'd bail out on them.""","anh tính quỵt tiền hay gì đâu trời."""
DZgHVJ1Z,Ashley,"""Boohoo. The motel is just fine too.""","""Ùi tội nghiệp ghê chưa. Nhà nghỉ cũng ổn rồi mà."""
ymNbB1Vp,Andrew,"""It's really not... I swear I heard gunshots last night...""","""Không ổn lắm đâu… Thề luôn là hồi hôm anh nghe thấy tiếng súng đấy…"""
PBqH6xjT,Andrew,"""Or was that just you?""","""Hay có khi nào đó là mày không?"""
6qDxRRwp,Ashley,"""I haven't shot anything!""","""Em đã bắn cái gì đâu!"""
sv4RCpj4,Andrew,"""Yet.""","""Chưa thôi."""
gt76c69D,Ashley,"""AH!""","""Á!"""
1PRmn6SJ,Andrew,""".....What?""",""".....Gì vậy?"""
sbhSzlvk,Ashley,"""I think I left my gun back in the room...""","""Hình như em bỏ quên cây súng trong phòng…"""
XNnw4hH5,Andrew,"""...............I really wish you'd be less ","""...............Anh thật sự mong là mày có thể bớt"
XNnw4hH5,Andrew,"nonchalant about everything all the time.""","vô tư quá mức về mọi thứ mọi lúc như vậy đó."""
sP7Qq09m,Ashley,"""Hey now. We can't both be constantly shitting","""Nào nào. Chúng ta đâu thể cứ xét nét"
sP7Qq09m,Ashley,"ourselves over every little thing!""","nhau về mấy chuyện nhỏ nhặt như thế chứ!"""
43PBZsWH,Andrew,"""True. Let's just get back to the motel before","""Ờ cũng đúng. Cứ về lại nhà nghỉ đã trước khi"
43PBZsWH,Andrew,"someone breaks in and steals the damn thing...""","ai đó đột nhập vào và cuỗm cái thứ chết tiệt đó đi…"""
sgPbDHKL,Shopkeeper,"""Are you looking for something specific?""","""Quý khách có đang tìm món gì cụ thể không ạ?"""
CNvTvzdj,Ashley,"""Nah, just window shopping.""","""Hong, đi ngắm dị thui hà."""
LLNbkFS4,Shopkeeper,"""Oh! In that case, may I interest ","""Ồ! Nếu vậy thì, liệu tôi có thể phiền"
LLNbkFS4,Shopkeeper,"you in leaving me the fuck alone?""","hai vị biến ra cho trời nó trong hộ cái?"""
PjZZwwBx,Narrator,The service here is better than usual.,Chất lượng dịch vụ ở đây tốt hơn hẳn mấy chỗ khác.
qmqZ1RZG,Narrator,And then you got run over by a car!,Và sau đó hai người bọn mi bị một chiếc ô tô cán qua!
jVQ93bw8,Narrator,Just kidding.,Đùa thui.
MQ9NKhyv,Narrator,"Get off the road, stupid.","Đừng có đứng giữa đường nữa, bọn ngu."
dh65qlfJ,Narrator,An ad for a coffee shop.,Một tờ quảng cáo cho quán cà phê nào đó.
6BbVrbfS,Narrator,It is difficult to imagine the aroma of a warm cup ,Ngồi kế mớ rác thúi rình thế này thì bọn mi
6BbVrbfS,Narrator,of coffee with trash rotting right next to you.,khó lòng mà tưởng tượng ra hương thơm của cà phê được.
phpHfN9m,Narrator,A potted plant subsists amongst cigarette butts.,Một chậu cây cảnh đầy rẫy đầu lọc thuốc lá.
ZT5NrD24,Shopkeeper,"""Fuck off from there.""","""Biến mẹ đi cái bọn này."""
,,,
,,,
Section,Map021.json,,
ID,Source,English,Translation
FDbSdnmn,Narrator,"""Are you tired of living??"" inquires the ad. ""Ask ","""Liệu ngươi đã mệt mỏi vì phải sống rồi chứ??"" tờ quảng cáo hỏi. ""Hãy"
FDbSdnmn,Narrator,"your doctor if euthanasia is right for you.""","hỏi bác sĩ của ngươi xem có chết nhân đạo được không nào."""
sGzP27LJ,Ashley,"""Alright. Leave this to me.""","""Được rồi. Để đó cho em."""
W7G4bb59,Andrew,"""This has got to be the stupidest ","""Đây chắc hẳn là điều ngu ngốc"
W7G4bb59,Andrew,"thing we've done so far....""","nhất mà chúng ta đã làm cho đến giờ…."""
m7VX79yw,Ashley,"""Personally I think shooting fireworks ","""Cá nhân em thì nghĩ đốt pháo hoa trong nhà"
m7VX79yw,Ashley,"indoors was dumber, but hey, opinions.""","ngu hơn nhiều, nhưng mà thôi, mỗi người mỗi ý."""
nP3wyPNw,Andrew,"""Which, if I may add, was also your idea.""","""Ờ tiện đó thì anh cũng phải nhắc thêm, đó là ý của mày đó."""
kknPJFDk,Ashley,"""I was twelve!! \fi You \fr\c[2] should've stopped me!!""","""Lúc đó em mới có mười hai thô!! Đáng lẽ \fi anh \fr\c[2]phải cản em lại chứ!!"""
589WcNZy,Andrew,"""So.... Should I talk you out of this one, or....??""","""Vậy…. Anh có nên khuyên mày vụ này không, hay….??"""
nRYPm8hM,Ashley,"""No! Shut up, and follow my lead!""","""Không! Ngậm miệng lại và làm theo lời em!"""
1DYBm3qZ,Narrator,You are Ashley!,Mi là Ashley!
1Rz9zH9s,Andrew,"""Ashley, are you kidding me??""","""Ashley, mày đùa anh đấy hả?"""
Rq5Hb4y3,Ashley,"""Maybe I forgot something?""","""Biết đâu em quên cái gì đó rồi?"""
4wvRyDmk,Andrew,"""I don't care! We're going to ","""Anh không quan tâm! Chúng ta phải"
4wvRyDmk,Andrew,"the park, so we can kill--""","đi tới công viên, để giết--"""
hyPDFJRc,Andrew,"""--K-kill some time frolicking about ","""--G-giết chút thời gian chui ra chui vào"
hyPDFJRc,Andrew,"in the bushes! Is all I'm saying!!""","mấy bụi cây thôi! Ý anh là vậy thôi!!"""
L5Cfp1ns,Ashley,"""Smooooooooth. Real smooth.""","""Trơơơơn truuuuuu ghê luôn. Thật luôn."""
NmjYGPkT,Andrew,"""C-come along then. This isn't suspicious at all...""","""T-Thế thì đi chung đi. Đâu có gì mờ ám đâu chứ…"""
YkzF5Rsv,Ashley,"""BhahaHAHa!! Fine, fine. Let's go.""","""BhahaHAHa!! Rồi, rồi. Đi thôi."""
qRs7v7cQ,Narrator,"The park is this way, but there's ","Công viên ở hướng này, nhưng ở đó"
qRs7v7cQ,Narrator,nothing interesting there at this hour. ,không có gì thú vị vào giờ này cả.
70rZkCtG,Narrator,This isn't the room you're staying at.,Đây không phải là phòng của bọn mi.
5JqY3nF8,Narrator,And thank god for that. A putrid ,Mà lạy chúa lòng thành là thế. Cái mùi
5JqY3nF8,Narrator,stench wafts from within...,hôi thối xộc ra từ trong đó…
7JWznFGj,Narrator,A soft drink ad. There are three new and exciting flavors. ,Một biển quảng cáo nước ngọt. Có ba vị mới ngon cực.
7JWznFGj,Narrator,Limited time only! Try them now or miss out forever!!,"Chỉ trong thời gian giới hạn thôi! Thử ngay không là sẽ lỡ mất cả đời đấy!"""
s7qRN9Zv,Ashley,"""Ooh, Caramelized Apple and Cinnamon! I wanna try that!""","""Ồ ồ, vị Caramel Táo và Quế! Em muốn thử vị đó!"""
hWlcSVby,Andrew,"""We can't afford any nonsense right now.""","""Giờ chúng ta không có tiền cho mấy thứ nhảm nhí đó đâu."""
qyz3M47C,Ashley,"""Oh c'mon! It's just a couple of bucks!""","""Uầy thôi mà! Chỉ có vài đô chứ mấy!"""
WYFjM6Cy,Andrew,"""You can have that, or you can ","""Hoặc là mày uống cái đó, hoặc là mày"
WYFjM6Cy,Andrew,"have dinner. It's up to you.""","ăn tối. Chọn đi tùy mày đấy."""
01RTHJhR,Ashley,"""Ughhhhh.... This suuuuucks. It's limited time too...""","""Ughhhhh.... Tệ thật luuônnnnnn á. Trong thời gian có hạn nữa chứ..."""
NskVTDqB,Narrator,A soft drink ad.,Một biển quảng cáo nước ngọt.
jXlQ0rRy,Narrator,You know for a fact Ashley would love to try the ,Mi biết rõ là Ashley sẽ rất muốn thử
jXlQ0rRy,Narrator,limited edition Caramelized Apple and Cinnamon flavor.,cái vị giới Caramel Táo với Quế giới hạn của nó.
J6psWQLw,Andrew,"""(Why the hell am I even looking at this right now?","""(Mình còn xem cái quần gì lúc này vậy trời?"
J6psWQLw,Andrew,"There's a million better things I could be doing...)""","Có ti tỉ thứ khác có ích hơn mình có thể làm lúc này cơ mà…)"""
ZGkCpYmP,Narrator,Hitman's car.,Xe của tên sát thủ.
zVBPdnQW,Narrator,Hitman's car.,Xe của tên sát thủ.
hJ7H6j0n,Narrator,It's locked.,Nó bị khóa rồi.
SgYVyW6D,Narrator,It's locked.,Nó bị khóa rồi.
C0nrkf3z,Narrator,The vending machine offers all kinds of enticing ,Máy bán hàng tự động có vô vàn những sản phẩm
C0nrkf3z,Narrator,possibilities to waste your money on.,hấp dẫn khiến mày muốn vung tiền cho nó.
rst55M85,Narrator,All kinds of waste of money.,Tùm lum kiểu phung phí luôn ấy.
b8GzDxnW,Andrew,"""Don't.""","""Đừng."""
WGbtrBF5,Ashley,"""You told me it's my own choice ","""Anh đã nói em là em có quyền chọn"
WGbtrBF5,Ashley,"whether I want dinner or soda!""","giữa bữa tối với soda cơ mà!"""
LJ819Gt4,Andrew,"""Well I lied. Fuck your soda.""","""Ờ tao xạo đó. Kệ mẹ cái soda của mày."""
VzjRrFy5,Ashley,"""Up yours, Andrew! What do I ","""Mẹ kiếp thật á, Andrew! Em đã làm"
VzjRrFy5,Ashley,"even put up with you for??""","nên tội tình gì mà phải chịu đựng anh thế này chứ??"""
